model_id,fold,feature,importance,importance_pct
double_ensemble,12,MIN_RATIO_120,7066.71104009363,11.790185598595851
double_ensemble,12,STD250,4574.048205738078,7.63139697896318
double_ensemble,12,MIN_RATIO_60,4405.315869504307,7.349881922044356
double_ensemble,12,STD60,3632.93098801308,6.06122570635022
double_ensemble,12,MAX_RATIO_250,3522.0575787677026,5.876243178334648
double_ensemble,12,STD120,3486.6868728545987,5.81723026764638
double_ensemble,12,ATR_RATIO_20,3059.3823735247415,5.104310307338035
double_ensemble,12,TURNOVER_STD_20,1511.043917028227,2.521043824816703
double_ensemble,13,MA_RATIO_60,648.320031423754,18.465471917366024
double_ensemble,13,STD120,438.90928543143707,12.501028337204085
double_ensemble,13,TURNOVER_STD_20,335.17672049361767,9.54651409742477
double_ensemble,13,ATR_RATIO_60,308.64472789420154,8.790829033706515
double_ensemble,13,STD60,290.3195782092061,8.268891532952912
double_ensemble,13,MIN_RATIO_120,256.2078583326627,7.297320433954026
double_ensemble,13,MIN_RATIO_60,244.20741245870613,6.95552334988926
double_ensemble,13,ROC60,210.58281779345398,5.997826566773514
double_ensemble,13,MOM_ACC_20_60,163.59716323990085,4.659579647621006
double_ensemble,13,STD30,104.83594930029344,2.9859408685610584
double_ensemble,14,MIN_RATIO_60,718.7944279035617,24.16229032936934
double_ensemble,14,STD60,486.5595722613934,16.355710605328824
double_ensemble,14,STD250,276.5332737369262,9.295672011885763
double_ensemble,14,STD120,251.0300333768028,8.438380032427531
double_ensemble,14,MOM_ACC_20_60,220.82132329605386,7.422913585955951
double_ensemble,14,ATR_RATIO_20,158.14101632106747,5.31591370355451
double_ensemble,14,TURNOVER_STD_20,153.29328600955947,5.15295714368416
double_ensemble,14,ROC60,140.28628100867328,4.715726387647837
double_ensemble,14,MA_RATIO_120,130.33892987425895,4.381345962887298
double_ensemble,14,STD20,94.90822426567325,3.19034202315737
double_ensemble,15,ROC60,395.0329904702514,16.3711394850083
double_ensemble,15,STD250,352.25866606756597,14.59846619425414
double_ensemble,15,STD60,301.10125399776746,12.478377115897054
double_ensemble,15,ATR_RATIO_60,180.1909428391994,7.467556204974329
double_ensemble,15,TURNOVER_STD_20,166.5876929029603,6.903804043691558
double_ensemble,15,MOM_ACC_20_60,164.89290093662245,6.833567692935233
double_ensemble,15,MIN_RATIO_60,158.82161398759146,6.581958617506427
double_ensemble,15,ROC120,120.53075362183391,4.99509111233283
double_ensemble,15,STD120,87.30073856520104,3.6179574938634875
double_ensemble,15,MIN_RATIO_120,82.095941508486,3.4022578924068863
double_ensemble,16,LOG_CIRC_MV,1833.0034284368476,23.14510763094927
double_ensemble,16,ROC_STD_60,625.0739694596422,7.8927317188848125
double_ensemble,16,STD60,587.5182391237367,7.41852015588479
double_ensemble,16,AMIHUD_20_LN,537.3537035686317,6.7850987685229445
double_ensemble,16,MA_RATIO_120,444.31392290109056,5.610296962862086
double_ensemble,16,MA_RATIO_60,438.33459889186787,5.534796777970563
double_ensemble,16,AMIHUD_20,403.31630943283534,5.092625167155723
double_ensemble,16,MIN_RATIO_60,394.8009661021157,4.985102979882966
double_ensemble,16,MOM_ACC_60_120,350.6066432979746,4.427066730681262
double_ensemble,16,MA_RATIO_250,338.25054572164663,4.271047814477432
double_ensemble,17,LOG_CIRC_MV,8649.74872378839,25.34033025619652
double_ensemble,17,ATR_RATIO_20,2804.7524548495,8.216811350519297
double_ensemble,17,MA_RATIO_250,2283.983636667872,6.691165431631624
double_ensemble,17,MAX_RATIO_250,2055.365245375695,6.0214042948656985
double_ensemble,17,MIN_RATIO_250,1951.7512746011842,5.717856489903332
double_ensemble,17,STD30,1881.7029885549387,5.512642817347657
double_ensemble,17,MIN_RATIO_120,1806.8774782989974,5.293433774169403
double_ensemble,17,ROC_STD_60,1558.125870076795,4.564690303648117
double_ensemble,17,ROC120,1490.593964523507,4.366848627063426
double_ensemble,17,AMIHUD_20_LN,1379.033459167866,4.040020630143074
